2.3864 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.7094 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
8.3830 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000227234CF160>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000227244736A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3831 	EXP 	window1: mouseVisible = True
8.3832 	EXP 	window1: mouseVisible = False
8.3832 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.3833 	EXP 	window1: recordFrameIntervals = False
8.5497 	EXP 	window1: recordFrameIntervals = True
8.7328 	EXP 	Screen (0) actual frame rate measured at 60.04Hz
8.7329 	EXP 	window1: recordFrameIntervals = False
10.7146 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.7216 	EXP 	window1: mouseVisible = True
10.8521 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05000000000000001, labelWrapWidth=None, labels=['Familiar', 'unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
10.8529 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9140 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
10.9141 	EXP 	window1: mouseVisible = True
10.9215 	EXP 	Imported C:/Users/Neha N Shah/Desktop/CON1.xlsx as conditions, 5 conditions, 1 params
10.9221 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
10.9225 	EXP 	New trial (rep=0, index=0): {'study_words': 'cushion'}
10.9819 	EXP 	slider: autoLog = True
10.9819 	EXP 	slider: markerPos = None
10.9819 	EXP 	slider: styleTweaks = []
10.9819 	EXP 	slider: styleTweaks = []
10.9819 	EXP 	slider: styleTweaks = []
10.9819 	EXP 	slider: styleTweaks = []
10.9819 	EXP 	slider: contrast = 1.0
10.9819 	EXP 	slider: autoLog = True
10.9819 	EXP 	textbox: autoLog = True
10.9819 	EXP 	text: height = 0.05000000000000001
10.9819 	EXP 	text: height = 0.05000000000000001
10.9819 	EXP 	text: height = 0.05000000000000001
10.9819 	EXP 	text: text = 'cushion'
10.9819 	EXP 	slider: markerPos = None
10.9819 	EXP 	slider: markerPos = None
10.9819 	EXP 	text: autoDraw = True
10.9819 	EXP 	slider: autoDraw = True
12.4969 	DATA 	Mouse: Left button down, pos=(482,163)
12.5124 	EXP 	slider: markerPos = 1.953125
12.5291 	EXP 	slider: markerPos = 1.953125
12.5458 	EXP 	slider: markerPos = 1.953125
12.5619 	EXP 	slider: markerPos = 1.953125
12.5787 	EXP 	slider: markerPos = 1.953125
12.5955 	EXP 	slider: markerPos = 1.953125
12.6121 	EXP 	slider: markerPos = 1.953125
12.6289 	EXP 	slider: markerPos = 1.953125
12.6455 	EXP 	slider: markerPos = 1.953125
12.6620 	EXP 	slider: markerPos = 1.953125
12.6785 	EXP 	slider: markerPos = 1.953125
12.6954 	EXP 	slider: markerPos = 1.953125
12.7120 	EXP 	slider: markerPos = 1.953125
12.7173 	DATA 	Mouse:  Left button up, pos=(482,163)
12.7286 	EXP 	slider: markerPos = 1.953125
12.7455 	EXP 	slider: markerPos = 1.953125
12.7468 	EXP 	New trial (rep=0, index=1): {'study_words': 'tiger'}
12.7617 	EXP 	text: autoDraw = False
12.7617 	EXP 	slider: autoDraw = False
12.7617 	EXP 	text: height = 0.05000000000000001
12.7617 	EXP 	text: height = 0.05000000000000001
